"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"08/05/2022","AQS","132611001","2","0.032","ppm","30","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/06/2022","AQS","132611001","2","0.023","ppm","21","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/07/2022","AQS","132611001","2","0.024","ppm","22","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/08/2022","AQS","132611001","2","0.027","ppm","25","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/09/2022","AQS","132611001","2","0.031","ppm","29","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/10/2022","AQS","132611001","2","0.03","ppm","28","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/11/2022","AQS","132611001","2","0.026","ppm","24","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/12/2022","AQS","132611001","2","0.024","ppm","22","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/13/2022","AQS","132611001","2","0.03","ppm","28","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/14/2022","AQS","132611001","2","0.042","ppm","39","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/15/2022","AQS","132611001","2","0.036","ppm","33","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/16/2022","AQS","132611001","2","0.039","ppm","36","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/17/2022","AQS","132611001","2","0.033","ppm","31","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/18/2022","AQS","132611001","2","0.034","ppm","31","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/19/2022","AQS","132611001","2","0.035","ppm","32","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/20/2022","AQS","132611001","2","0.034","ppm","31","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/21/2022","AQS","132611001","2","0.02","ppm","19","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/22/2022","AQS","132611001","2","0.019","ppm","18","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/23/2022","AQS","132611001","2","0.03","ppm","28","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/24/2022","AQS","132611001","2","0.023","ppm","21","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/25/2022","AQS","132611001","2","0.027","ppm","25","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/26/2022","AQS","132611001","2","0.024","ppm","22","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/27/2022","AQS","132611001","2","0.021","ppm","19","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/28/2022","AQS","132611001","2","0.027","ppm","25","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/29/2022","AQS","132611001","2","0.026","ppm","24","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/30/2022","AQS","132611001","2","0.028","ppm","26","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"08/31/2022","AQS","132611001","2","0.039","ppm","36","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/01/2022","AQS","132611001","2","0.036","ppm","33","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/02/2022","AQS","132611001","2","0.031","ppm","29","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/03/2022","AQS","132611001","2","0.023","ppm","21","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/04/2022","AQS","132611001","2","0.023","ppm","21","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/05/2022","AQS","132611001","2","0.021","ppm","19","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/06/2022","AQS","132611001","2","0.027","ppm","25","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/07/2022","AQS","132611001","2","0.034","ppm","31","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/08/2022","AQS","132611001","2","0.037","ppm","34","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/09/2022","AQS","132611001","2","0.023","ppm","21","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/10/2022","AQS","132611001","2","0.023","ppm","21","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/11/2022","AQS","132611001","2","0.027","ppm","25","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/12/2022","AQS","132611001","2","0.027","ppm","25","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/13/2022","AQS","132611001","2","0.042","ppm","39","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/14/2022","AQS","132611001","2","0.049","ppm","45","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/15/2022","AQS","132611001","2","0.047","ppm","44","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/16/2022","AQS","132611001","2","0.046","ppm","43","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/17/2022","AQS","132611001","2","0.046","ppm","43","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/18/2022","AQS","132611001","2","0.041","ppm","38","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/19/2022","AQS","132611001","2","0.043","ppm","40","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/20/2022","AQS","132611001","2","0.051","ppm","47","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/21/2022","AQS","132611001","2","0.053","ppm","49","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/22/2022","AQS","132611001","2","0.054","ppm","50","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/23/2022","AQS","132611001","2","0.044","ppm","41","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/24/2022","AQS","132611001","2","0.048","ppm","44","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/25/2022","AQS","132611001","2","0.043","ppm","40","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/26/2022","AQS","132611001","2","0.047","ppm","44","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/27/2022","AQS","132611001","2","0.049","ppm","45","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/28/2022","AQS","132611001","2","0.044","ppm","41","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/29/2022","AQS","132611001","2","0.035","ppm","32","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"09/30/2022","AQS","132611001","2","0.035","ppm","32","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/01/2022","AQS","132611001","2","0.038","ppm","35","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/02/2022","AQS","132611001","2","0.037","ppm","34","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/03/2022","AQS","132611001","2","0.027","ppm","25","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/04/2022","AQS","132611001","2","0.041","ppm","38","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/05/2022","AQS","132611001","2","0.044","ppm","41","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/06/2022","AQS","132611001","2","0.053","ppm","49","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/07/2022","AQS","132611001","2","0.056","ppm","54","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/08/2022","AQS","132611001","2","0.047","ppm","44","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/09/2022","AQS","132611001","2","0.047","ppm","44","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/10/2022","AQS","132611001","2","0.053","ppm","49","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/11/2022","AQS","132611001","2","0.045","ppm","42","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/12/2022","AQS","132611001","2","0.033","ppm","31","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/13/2022","AQS","132611001","2","0.041","ppm","38","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/14/2022","AQS","132611001","2","0.044","ppm","41","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/15/2022","AQS","132611001","2","0.045","ppm","42","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/16/2022","AQS","132611001","2","0.046","ppm","43","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/17/2022","AQS","132611001","2","0.039","ppm","36","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/18/2022","AQS","132611001","2","0.038","ppm","35","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/19/2022","AQS","132611001","2","0.031","ppm","29","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/20/2022","AQS","132611001","2","0.037","ppm","34","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/21/2022","AQS","132611001","2","0.049","ppm","45","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/22/2022","AQS","132611001","2","0.05","ppm","46","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/23/2022","AQS","132611001","2","0.046","ppm","43","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/24/2022","AQS","132611001","2","0.042","ppm","39","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/25/2022","AQS","132611001","2","0.044","ppm","41","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/26/2022","AQS","132611001","2","0.035","ppm","32","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/27/2022","AQS","132611001","2","0.041","ppm","38","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/28/2022","AQS","132611001","2","0.04","ppm","37","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/29/2022","AQS","132611001","2","0.029","ppm","27","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
"10/30/2022","AQS","132611001","2","0.018","ppm","17","Leslie","17","100.0000","44201","Ozone","047","11140","Americus, GA","13","Georgia","261","Sumter","31.954286175003","-84.0810096466376"
